Date,Product_Category,Sales,Price,Promotion,Store_Location,Weekday,Supplier_Cost,Replenishment_Lead_Time,Stock_Level
20-01-2024,Dairy,1047,8.066720690420432,1,Suburban,5,10.29711208200256,7,491
21-01-2024,Household,480,9.582239565401972,0,Suburban,6,6.241089779841273,8,304
22-01-2024,Household,559,8.550246419221015,1,Urban,0,11.465679975625298,9,69
23-01-2024,Beverages,1130,2.774751467530616,1,Urban,1,7.085663109682238,5,107
24-01-2024,Dairy,128,9.380371006764891,1,Suburban,2,6.4780560535591505,5,161
25-01-2024,Dairy,1006,4.716576187845785,1,Rural,3,14.053583774580364,4,362
26-01-2024,Dairy,1156,4.547742619687789,0,Suburban,4,4.1377469484151534,9,245
27-01-2024,Personal Care,1769,2.7866859842510605,0,Urban,5,2.246486429950199,5,424
28-01-2024,Snacks,978,7.776748509,1,Rural,6,8.975875142262144,2,402
29-01-2024,Personal Care,178,15.39215581099893,0,Urban,0,14.555166278120595,8,141
30-01-2024,Snacks,1046,6.252392121084525,0,Rural,1,5.978668599044206,7,101
31-01-2024,Dairy,558,6.934632935824758,1,Urban,2,1.399533072617332,8,342
01-02-2024,Dairy,669,13.21081849577605,0,Rural,3,5.419926375988728,3,57
02-02-2024,Personal Care,1661,4.7209754391514585,0,Rural,4,7.836008987633598,4,349
03-02-2024,Personal Care,1605,18.042200678047152,0,Urban,5,2.8478835961670987,5,147
04-02-2024,Snacks,1553,10.883619941779536,1,Rural,6,10.042482161819136,6,285
05-02-2024,Household,837,9.504455866084122,0,Suburban,0,14.96736614064791,1,438
06-02-2024,Snacks,1408,11.598583646654827,1,Urban,1,7.050222401730935,4,423
07-02-2024,Personal Care,615,4.154651954907713,0,Suburban,2,5.643564072588084,5,118
08-02-2024,Personal Care,1222,12.65598963414435,0,Urban,3,6.310210419099766,7,464
09-02-2024,Beverages,496,7.898913996046199,0,Rural,4,2.169619586730416,5,94
10-02-2024,Personal Care,1612,18.04654047832776,1,Rural,5,13.307467220680245,1,186
11-02-2024,Beverages,138,4.208229926876037,1,Rural,6,6.514972005059604,7,283
12-02-2024,Household,1394,10.63397097344338,0,Urban,0,6.115478965660199,8,81
13-02-2024,Snacks,986,12.364139958011341,1,Suburban,1,10.065508957491877,7,338
14-02-2024,Snacks,896,1.6342884339412431,0,Suburban,2,6.909484603501291,4,175
15-02-2024,Beverages,256,7.910169370366664,1,Urban,3,9.899385297713767,8,116
16-02-2024,Snacks,1198,14.920069459315823,1,Urban,4,1.3909712068964188,5,79
17-02-2024,Personal Care,983,16.587172641530493,0,Suburban,5,12.298988483972298,9,163
18-02-2024,Dairy,1923,6.950077901528365,0,Suburban,6,14.137307316751338,5,253
19-02-2024,Beverages,1253,16.173272175272274,0,Suburban,0,9.907098099311096,1,78
20-02-2024,Snacks,1810,19.387361664964388,0,Suburban,1,14.341205968452757,9,180
21-02-2024,Beverages,1073,17.28060478542679,1,Urban,2,2.6957685583644677,5,234
22-02-2024,Beverages,1207,3.2352357750271787,1,Urban,3,7.422534747465129,6,302
23-02-2024,Dairy,1145,15.054876309625271,1,Rural,4,9.226197642208986,4,335
24-02-2024,Personal Care,1582,7.073669816,0,Suburban,5,8.935181387607207,6,442
25-02-2024,Beverages,1662,19.779903798829455,0,Rural,6,6.321195796791127,8,459
26-02-2024,Snacks,1830,10.221820680037855,1,Urban,0,5.402223936,3,435
27-02-2024,Household,948,3.3262440688198796,0,Urban,1,2.3389483269810727,5,111
28-02-2024,Beverages,1505,14.778525412520425,1,Rural,2,6.180265533153034,2,52
29-02-2024,Beverages,847,7.137212769338063,1,Suburban,3,2.8585818190295345,2,479
01-03-2024,Dairy,1563,19.944484984551572,1,Suburban,4,11.148302309137167,7,117
02-03-2024,Personal Care,1727,19.615866699235916,1,Suburban,5,3.5280485646715545,6,74
03-03-2024,Household,1088,13.466546342391034,1,Suburban,6,1.3491969266257409,4,228
04-03-2024,Snacks,120,3.466702530082634,0,Rural,0,8.509308998349898,5,190
05-03-2024,Household,402,14.050358955825551,0,Rural,1,9.130831124431323,1,280
06-03-2024,Snacks,968,2.767579242740517,0,Urban,2,13.14273938856733,7,349
07-03-2024,Personal Care,183,1.557919022945454,1,Suburban,3,8.866233380056388,8,212
08-03-2024,Snacks,1897,16.636210478208234,1,Suburban,4,5.509472378989963,9,360
09-03-2024,Dairy,1782,4.985306005989946,1,Suburban,5,12.143672282131648,8,442
10-03-2024,Dairy,1576,8.201515398,1,Rural,6,8.334043951217605,5,179
11-03-2024,Dairy,1510,19.49569040954729,0,Suburban,0,1.6495641271522803,3,494
12-03-2024,Dairy,1630,7.399969535360962,0,Rural,1,8.704833124542077,9,295
13-03-2024,Household,1380,6.633305844,1,Suburban,2,13.666268908614105,6,346
14-03-2024,Personal Care,669,18.44595199283273,1,Suburban,3,6.246533069724198,5,221
15-03-2024,Snacks,1033,3.104220461060204,1,Urban,4,4.796724127547101,3,113
16-03-2024,Snacks,1650,15.432065792178005,0,Suburban,5,2.5803071267612907,6,80
17-03-2024,Dairy,1285,19.773245766402706,0,Suburban,6,2.695960068062681,3,96
18-03-2024,Dairy,1286,18.124624204718327,0,Urban,0,6.775186522956374,6,179
19-03-2024,Beverages,1955,13.381690455422092,1,Rural,1,9.137357450342178,4,401
20-03-2024,Personal Care,1108,6.967155104861908,1,Rural,2,1.6689233749592254,2,382
21-03-2024,Household,892,5.832117642388018,0,Suburban,3,14.123744540864903,8,159
22-03-2024,Snacks,891,16.56584699255776,1,Rural,4,11.44943745295534,4,118
23-03-2024,Beverages,1647,17.71661636508221,0,Suburban,5,9.006046815113109,9,107
24-03-2024,Beverages,1909,10.983263338368165,1,Urban,6,12.512360728615366,7,155
25-03-2024,Snacks,1394,5.642458874942857,0,Urban,0,1.6627079737756427,2,349
26-03-2024,Household,591,3.1459209598122975,1,Suburban,1,7.414163727130304,4,379
27-03-2024,Beverages,307,2.6564098888047925,0,Urban,2,9.636350339,5,305
28-03-2024,Beverages,1662,14.662471499723257,0,Urban,3,12.515467138715193,3,361
29-03-2024,Personal Care,1707,8.982255829106775,0,Suburban,4,11.860308620714381,9,220
30-03-2024,Household,1183,18.201837611279537,0,Suburban,5,4.517504120844294,5,432
31-03-2024,Beverages,529,15.05375471380851,0,Urban,6,14.142762458608463,2,211
01-04-2024,Household,1084,4.633947940377148,0,Rural,0,2.303014701,3,335
02-04-2024,Snacks,1780,12.661770957498282,1,Rural,1,13.189437470006705,9,120
03-04-2024,Dairy,1728,9.274603633565027,1,Suburban,2,14.578633619266968,7,304
04-04-2024,Beverages,1432,11.967744884603649,1,Suburban,3,3.068726086728071,2,423
05-04-2024,Personal Care,619,15.023313343431825,0,Rural,4,10.969957930954887,9,104
06-04-2024,Snacks,690,16.317721739072027,0,Urban,5,1.0841400222809776,4,372
07-04-2024,Household,1150,17.031009201727763,1,Rural,6,6.378630964517747,9,446
08-04-2024,Snacks,1809,5.8255226168684695,0,Rural,0,7.986107838366273,2,52
09-04-2024,Beverages,1685,1.5911963984297959,0,Rural,1,8.919355775689693,4,75
10-04-2024,Household,298,15.04659996813069,0,Rural,2,14.071090099604113,5,362
11-04-2024,Dairy,486,3.0205307988597174,0,Suburban,3,10.247634965765823,2,175
12-04-2024,Snacks,448,6.983472183646385,0,Suburban,4,7.478530292678936,1,457
13-04-2024,Beverages,1059,1.0725255483625957,1,Urban,5,12.240288025855396,7,102
14-04-2024,Personal Care,792,13.951720165630782,1,Urban,6,14.28272590383893,1,247
15-04-2024,Household,1659,4.175508217953204,1,Urban,0,0.8199591558932172,8,348
16-04-2024,Snacks,1951,13.450365784141505,1,Urban,1,14.74655844771256,3,237
17-04-2024,Snacks,477,19.84310972618894,1,Rural,2,1.7489160164233648,6,235
18-04-2024,Dairy,998,2.3807465605903095,0,Suburban,3,12.30860829939704,7,354
19-04-2024,Dairy,1015,2.4644822270777533,0,Suburban,4,4.564853911995481,1,347
20-04-2024,Personal Care,1681,7.467221760666823,0,Urban,5,2.4166050374311405,6,253
21-04-2024,Personal Care,626,17.46134377,0,Urban,6,6.877906775850606,7,499
22-04-2024,Beverages,1276,5.095067507035305,1,Rural,0,9.837370401990396,6,60
23-04-2024,Beverages,833,7.847178578676604,1,Rural,1,6.023801752840388,4,408
24-04-2024,Personal Care,305,2.3016027259126117,1,Urban,2,1.2911984200991349,1,403
25-04-2024,Personal Care,554,15.499950533918899,0,Suburban,3,9.192186525,9,195
26-04-2024,Household,1396,8.757820512429571,1,Suburban,4,13.584847503604783,4,134
27-04-2024,Dairy,1359,15.425725928156014,0,Suburban,5,6.056622806,7,149
28-04-2024,Beverages,1975,18.168549042589106,1,Urban,6,3.636825275646992,7,153
29-04-2024,Dairy,1863,5.422499794924486,1,Suburban,0,6.917371516025823,2,485
30-04-2024,Dairy,620,16.340524576459075,0,Rural,1,1.2012593102073226,1,95
01-05-2024,Personal Care,1801,2.1227839114868123,0,Rural,2,12.397069974963985,8,93
02-05-2024,Household,1116,18.07810038,1,Urban,3,12.481941758777708,8,327
03-05-2024,Snacks,1055,13.3646024,1,Rural,4,9.026006719729612,7,230
04-05-2024,Household,1954,17.61030775862868,0,Urban,5,5.619991889606648,8,236
05-05-2024,Household,825,1.003579591575056,1,Suburban,6,12.096858784463858,3,163
06-05-2024,Dairy,1113,4.212540336763858,1,Suburban,0,8.542961859431324,2,304
07-05-2024,Household,600,8.405428361,0,Suburban,1,12.476018473975236,7,430
08-05-2024,Beverages,216,8.210555164119654,1,Rural,2,9.656152492,8,429
09-05-2024,Dairy,485,5.307877275546702,0,Urban,3,11.87387936158556,1,79
10-05-2024,Beverages,1467,8.250626857476803,1,Suburban,4,9.179163401657519,9,313
11-05-2024,Snacks,683,3.4481255280048417,0,Urban,5,6.505045489,4,147
12-05-2024,Dairy,494,8.842461456054494,1,Suburban,6,14.390214968928994,4,362
13-05-2024,Snacks,1187,16.24473225402602,0,Rural,0,8.346150461,3,416
14-05-2024,Dairy,1840,10.102331198963673,1,Rural,1,9.273798018837807,6,378
15-05-2024,Personal Care,820,1.3420016899590848,0,Urban,2,3.697070771513864,1,164
16-05-2024,Household,171,9.00743679,1,Rural,3,9.571936446695508,6,325
17-05-2024,Personal Care,1912,1.516325305726039,1,Rural,4,8.788310917502686,2,330
18-05-2024,Snacks,373,19.358624803429166,1,Urban,5,3.1801567702318616,9,324
19-05-2024,Household,1443,3.421625229,1,Suburban,6,1.364012911620584,2,310
20-05-2024,Dairy,437,14.446078200281756,1,Rural,0,9.263210135864181,7,380
21-05-2024,Household,1489,19.48275013494963,1,Urban,1,11.573537905579649,1,256
22-05-2024,Beverages,1618,16.694741981664865,1,Rural,2,8.089319878,7,433
23-05-2024,Household,706,14.28699212739787,1,Rural,3,3.7882030671348628,5,377
24-05-2024,Beverages,265,16.94975728051457,1,Rural,4,10.164568662049007,8,260
25-05-2024,Household,1667,19.654175171951923,0,Rural,5,1.6615330358392326,4,264
26-05-2024,Beverages,110,12.805545447817062,0,Urban,6,6.906588719628342,7,460
27-05-2024,Snacks,1424,11.624511329757203,1,Urban,0,2.868817996777093,6,89
28-05-2024,Personal Care,828,12.936524098802346,0,Urban,1,3.174656240368309,5,75
29-05-2024,Dairy,900,11.120841848469544,1,Rural,2,3.433262262793953,4,76
30-05-2024,Household,201,13.066693012284658,1,Rural,3,6.1072523271376795,7,239
31-05-2024,Personal Care,1548,9.547001951478626,0,Rural,4,1.2416779814957657,5,132
01-06-2024,Dairy,1515,5.150420474782835,1,Urban,5,6.2680048934719235,5,433
02-06-2024,Dairy,878,3.284697303721837,1,Rural,6,7.919757983163162,1,483
03-06-2024,Beverages,313,2.2984777751129473,0,Suburban,0,7.507767132011716,2,219
04-06-2024,Snacks,1814,6.002999891310802,0,Rural,1,6.050369455844088,5,462
05-06-2024,Snacks,1211,1.8763477223789429,1,Suburban,2,12.667625817025911,3,216
06-06-2024,Personal Care,1676,11.776244818468326,0,Rural,3,2.6072370400973095,2,237
07-06-2024,Snacks,500,6.392740493446885,0,Urban,4,7.8326027848299224,4,218
08-06-2024,Household,687,16.666161353653614,1,Rural,5,1.3996005458700373,4,338
09-06-2024,Snacks,988,2.4105765867793423,0,Suburban,6,1.5317573437296912,4,278
10-06-2024,Personal Care,1169,5.300678392488233,0,Suburban,0,8.821054820317897,4,146
11-06-2024,Snacks,1795,14.874676794712773,1,Rural,1,8.707267160873403,3,416
12-06-2024,Household,1586,12.377357631286337,0,Suburban,2,13.231485936244626,7,65
13-06-2024,Beverages,691,2.2253341537341833,0,Suburban,3,8.589168297071062,9,328
14-06-2024,Personal Care,1433,17.66754968608181,1,Urban,4,14.416969795870328,5,184
15-06-2024,Beverages,1209,17.66797349369741,1,Rural,5,1.2060753017989816,4,75
16-06-2024,Beverages,191,7.277752073639703,1,Rural,6,1.9211114293207454,2,401
17-06-2024,Beverages,1783,7.467711023641729,0,Rural,0,1.1389549927705303,2,61
18-06-2024,Dairy,772,19.791538808653304,1,Suburban,1,3.1865143298363305,5,121
19-06-2024,Dairy,813,12.897347260269626,1,Rural,2,8.348416608654333,7,182
20-06-2024,Beverages,1035,11.095013890793123,0,Rural,3,9.860796630697706,9,155
21-06-2024,Personal Care,341,16.924891487486562,1,Urban,4,1.1609847902556976,7,269
22-06-2024,Household,1988,6.420516428789012,1,Urban,5,14.21657790276119,5,422
23-06-2024,Household,101,9.154469274530781,1,Urban,6,12.711397961430524,6,226
24-06-2024,Snacks,324,6.087756834278349,1,Suburban,0,4.800880991,3,331
25-06-2024,Personal Care,900,15.994056085185896,0,Rural,1,1.6192191882837854,5,182
26-06-2024,Dairy,1868,11.893637567069142,1,Urban,2,2.9633625616763304,8,71
27-06-2024,Beverages,688,13.51767633266134,1,Urban,3,2.3406939994471037,1,318
28-06-2024,Snacks,215,5.793837746948725,0,Urban,4,2.2876147998347296,1,461
29-06-2024,Household,1789,5.184280726168987,1,Rural,5,8.019144485653143,7,210
30-06-2024,Dairy,1017,10.279117950675836,0,Rural,6,4.064787916154304,5,156
01-07-2024,Dairy,1226,15.01374923276371,0,Rural,0,5.693025889672595,5,328
02-07-2024,Beverages,293,10.979555392883043,0,Suburban,1,14.847827334072676,1,402
03-07-2024,Household,1289,1.6202678733677036,1,Suburban,2,10.42255661,9,284
04-07-2024,Personal Care,970,17.502478620085487,0,Urban,3,14.26021967218152,1,67
05-07-2024,Dairy,189,2.2290509767874997,0,Rural,4,2.567070047980176,5,291
06-07-2024,Beverages,1809,19.160665190694292,0,Urban,5,6.041022385072255,9,166
07-07-2024,Personal Care,221,1.4776972072681818,1,Rural,6,8.543611147594136,4,335
08-07-2024,Household,242,14.194558666483466,1,Rural,0,1.6129918973867012,8,331
09-07-2024,Dairy,1093,2.5619342105238516,1,Rural,1,0.560717933,6,193
10-07-2024,Personal Care,205,18.302855009267653,1,Suburban,2,10.221297840055303,3,254
11-07-2024,Personal Care,986,9.824231488285314,1,Suburban,3,9.806382993620812,4,88
12-07-2024,Personal Care,527,3.6129517215232925,1,Rural,4,6.456437745,2,466
13-07-2024,Dairy,1428,7.4754982960070855,1,Urban,5,7.599839102464474,1,203
14-07-2024,Dairy,1995,4.131668831588479,0,Rural,6,6.523923508585299,8,225
15-07-2024,Snacks,416,4.24105632,0,Rural,0,0.8480731502508885,1,498
16-07-2024,Household,734,19.014058083257403,0,Urban,1,5.362888290153205,1,290
17-07-2024,Beverages,108,9.459676133410975,0,Rural,2,3.0676927032607026,4,471
18-07-2024,Personal Care,873,15.987243014201832,1,Urban,3,1.9271507419698468,6,435
19-07-2024,Snacks,1196,13.152505662375955,0,Suburban,4,14.372446291395573,9,418
20-07-2024,Beverages,1482,13.852100884429452,0,Suburban,5,9.190716013111402,1,183
21-07-2024,Snacks,322,3.502175330968732,0,Urban,6,11.065516121430738,7,95
22-07-2024,Dairy,1539,5.4495044894942275,0,Suburban,0,5.072774277358704,5,99
23-07-2024,Personal Care,652,15.948256367934302,1,Suburban,1,6.2006333776632205,8,215
24-07-2024,Beverages,1493,19.444557923020877,1,Urban,2,3.9353979115024904,7,155
25-07-2024,Beverages,815,5.990837209374383,1,Suburban,3,1.9060022289986587,4,265
26-07-2024,Beverages,1387,6.1598065302697576,0,Rural,4,3.095958742902965,4,195
27-07-2024,Beverages,1963,9.985045523407193,1,Rural,5,12.063953656799045,6,460
28-07-2024,Beverages,1813,19.69296594425332,0,Urban,6,10.32441417516475,6,474
29-07-2024,Snacks,1983,6.110219971,1,Suburban,0,8.430468701789415,9,121
30-07-2024,Personal Care,1441,8.732466283051014,1,Rural,1,7.388803156568137,5,379
31-07-2024,Dairy,1207,17.938120296846627,1,Rural,2,13.875297113013804,8,322
01-08-2024,Dairy,1441,1.0554996198058781,1,Suburban,3,1.5546567427906919,5,296
02-08-2024,Dairy,210,1.7555533347828214,1,Suburban,4,4.568711791949782,2,495
03-08-2024,Dairy,350,12.477361864353165,0,Rural,5,5.574098876775354,6,462
04-08-2024,Snacks,482,18.24022312954409,1,Rural,6,11.845174277085423,9,235
05-08-2024,Household,106,5.538276547636626,0,Urban,0,14.891461992348585,3,119
06-08-2024,Personal Care,558,9.923193719,0,Urban,1,3.9897224639787194,1,199
07-08-2024,Beverages,1207,9.558840731498547,0,Rural,2,13.177456344987668,1,295
08-08-2024,Household,307,9.986455575814693,0,Urban,3,12.544030026260973,3,311
09-08-2024,Dairy,999,12.827874218865158,0,Rural,4,3.757532265805616,5,75
10-08-2024,Household,1513,9.925131496822992,1,Rural,5,6.290322412888727,3,472
11-08-2024,Personal Care,1437,9.501894685126699,1,Urban,6,6.440256604741527,9,189
12-08-2024,Beverages,121,10.01147998819395,1,Urban,0,14.684199693635096,8,148
13-08-2024,Beverages,509,12.226481384149789,1,Suburban,1,3.122932569994026,3,447
14-08-2024,Personal Care,994,11.20314227867581,0,Suburban,2,12.08779058101934,9,327
15-08-2024,Personal Care,614,17.228583955359582,1,Suburban,3,5.345794355510094,6,100
16-08-2024,Dairy,1250,1.9404402163796657,1,Rural,4,11.097620013754325,7,200
17-08-2024,Beverages,908,16.833024357987238,0,Urban,5,6.590159562287111,4,481
18-08-2024,Household,1823,17.034567639622757,0,Rural,6,8.886216565,4,153
19-08-2024,Snacks,973,6.413252409088256,1,Urban,0,12.572870713228902,2,483
20-08-2024,Snacks,113,9.794187145301162,1,Rural,1,12.16040069226632,5,138
21-08-2024,Personal Care,1070,9.332231282211275,0,Suburban,2,13.063136161325652,8,190
22-08-2024,Dairy,1077,5.151686852728476,1,Suburban,3,1.3644512174975558,7,262
23-08-2024,Snacks,1113,8.539140094640013,1,Suburban,4,10.53473302,7,282
24-08-2024,Beverages,1135,1.8433676712462344,1,Rural,5,2.5298169624655618,6,443
25-08-2024,Personal Care,186,6.278619382852954,1,Urban,6,6.529369236,3,232
26-08-2024,Household,1647,16.516961333563643,0,Urban,0,8.454532018292984,5,300
27-08-2024,Personal Care,1008,6.406683733495053,0,Suburban,1,6.3397225288290455,1,58
28-08-2024,Household,1660,16.545926706216704,0,Suburban,2,8.034369299,7,128
29-08-2024,Personal Care,1424,11.100389827484186,1,Suburban,3,14.949631477579977,9,101
30-08-2024,Personal Care,1366,17.71739086986204,1,Suburban,4,2.4606510488363935,1,435
31-08-2024,Personal Care,221,11.920811531023888,1,Urban,5,10.29411265737817,2,458
01-09-2024,Household,1270,1.5636962382300565,1,Rural,6,6.2420140125914205,3,318
02-09-2024,Household,1690,13.832983943394694,1,Rural,0,2.4286420841562673,3,275
03-09-2024,Personal Care,849,1.8522177924478045,0,Rural,1,2.8016830689274883,8,100
04-09-2024,Snacks,1479,9.561343360679546,1,Rural,2,14.264460040561445,7,235
05-09-2024,Dairy,784,18.659107194989165,1,Suburban,3,13.25422170232055,6,83
06-09-2024,Dairy,1856,4.138874847419153,0,Suburban,4,13.652108426017817,4,340
07-09-2024,Dairy,1754,8.407574705889338,1,Suburban,5,14.877225249497105,9,279
08-09-2024,Household,408,14.86734586812109,0,Rural,6,3.520573155,1,180
09-09-2024,Household,794,17.762912565802104,0,Suburban,0,5.653870391778895,2,169
10-09-2024,Snacks,387,13.74791709010765,0,Suburban,1,10.203675933910567,4,492
11-09-2024,Dairy,406,5.905291829632215,0,Urban,2,7.5151368279793855,3,375
12-09-2024,Dairy,1935,13.817549205408108,0,Urban,3,6.566648233985836,1,296
13-09-2024,Personal Care,1717,6.6378251809777105,1,Suburban,4,5.688263115366099,5,481
14-09-2024,Household,1013,14.65015536655597,0,Urban,5,9.109819163180058,7,241
15-09-2024,Dairy,1846,19.12662942411577,0,Urban,6,8.846104715,2,452
16-09-2024,Snacks,761,14.706475571019478,1,Suburban,0,2.8411385939314813,5,372
17-09-2024,Snacks,648,17.394729555335836,1,Suburban,1,7.340227644017366,6,259
18-09-2024,Dairy,1475,1.039973020341785,0,Suburban,2,8.525340755042823,7,152
19-09-2024,Household,411,14.633870369900293,1,Suburban,3,8.769160611605162,1,378
20-09-2024,Snacks,972,16.762163580439754,1,Rural,4,3.5465542972291013,7,421
21-09-2024,Personal Care,1182,1.770616013348947,0,Rural,5,11.262935187658158,4,182
22-09-2024,Snacks,1766,17.560356818476382,0,Suburban,6,0.8653868749055097,8,372
23-09-2024,Beverages,1023,5.877190337890871,1,Urban,0,5.645061905375859,4,188
24-09-2024,Beverages,1837,13.64054993758305,0,Suburban,1,11.813083403766687,6,170
25-09-2024,Household,854,16.206742701444725,0,Suburban,2,8.676447355303335,9,143
26-09-2024,Dairy,134,13.590625748127755,1,Urban,3,4.2868552714074735,5,178
